n,n_next,t_hat_1e6_n,t_hat_1e6_next,delta_t_hat_1e6,abs_delta_t_hat_1e6,fracture_threshold_1e6,fracture_class
14710,14711,0,375000,375000,375000,200000,MODERATE
14711,14712,375000,0,-375000,375000,200000,MODERATE
14718,14719,0,325000,325000,325000,200000,MODERATE
14719,14720,325000,0,-325000,325000,200000,MODERATE
14760,14761,0,225000,225000,225000,200000,MODERATE
14761,14762,225000,0,-225000,225000,200000,MODERATE
14802,14803,0,925000,925000,925000,200000,EXTREME
14803,14804,925000,0,-925000,925000,200000,EXTREME
14808,14809,0,475000,475000,475000,200000,MODERATE
14809,14810,475000,0,-475000,475000,200000,MODERATE
14836,14837,0,291666,291666,291666,200000,MODERATE
14837,14838,291666,0,-291666,291666,200000,MODERATE
14848,14849,0,241666,241666,241666,200000,MODERATE
14849,14850,241666,0,-241666,241666,200000,MODERATE
14856,14857,0,675000,675000,675000,200000,STRONG
14857,14858,675000,0,-675000,675000,200000,STRONG
14862,14863,0,725000,725000,725000,200000,STRONG
14863,14864,725000,0,-725000,725000,200000,STRONG
14872,14873,0,875000,875000,875000,200000,EXTREME
14873,14874,875000,0,-875000,875000,200000,EXTREME
14892,14893,0,421487,421487,421487,200000,MODERATE
14893,14894,421487,0,-421487,421487,200000,MODERATE
14898,14899,0,371900,371900,371900,200000,MODERATE
14899,14900,371900,0,-371900,371900,200000,MODERATE
14920,14921,0,338842,338842,338842,200000,MODERATE
14921,14922,338842,0,-338842,338842,200000,MODERATE
14932,14933,0,884297,884297,884297,200000,EXTREME
14933,14934,884297,0,-884297,884297,200000,EXTREME
14940,14941,0,537190,537190,537190,200000,STRONG
14941,14942,537190,0,-537190,537190,200000,STRONG
14980,14981,0,570247,570247,570247,200000,STRONG
14981,14982,570247,0,-570247,570247,200000,STRONG
14998,14999,0,421487,421487,421487,200000,MODERATE
14999,15000,421487,0,-421487,421487,200000,MODERATE
15006,15007,0,338842,338842,338842,200000,MODERATE
15007,15008,338842,0,-338842,338842,200000,MODERATE
15022,15023,0,669421,669421,669421,200000,STRONG
15023,15024,669421,0,-669421,669421,200000,STRONG
15046,15047,0,322314,322314,322314,200000,MODERATE
15047,15048,322314,0,-322314,322314,200000,MODERATE
15048,15049,0,818181,818181,818181,200000,EXTREME
15049,15050,818181,0,-818181,818181,200000,EXTREME
15088,15089,0,636363,636363,636363,200000,STRONG
15089,15090,636363,0,-636363,636363,200000,STRONG
15096,15097,0,239669,239669,239669,200000,MODERATE
15097,15098,239669,0,-239669,239669,200000,MODERATE
15108,15109,0,223140,223140,223140,200000,MODERATE
15109,15110,223140,0,-223140,223140,200000,MODERATE
15132,15133,0,286885,286885,286885,200000,MODERATE
15133,15134,286885,0,-286885,286885,200000,MODERATE
15150,15151,0,877049,877049,877049,200000,EXTREME
15151,15152,877049,0,-877049,877049,200000,EXTREME
15162,15163,0,467213,467213,467213,200000,MODERATE
15163,15164,467213,0,-467213,467213,200000,MODERATE
15166,15167,0,221311,221311,221311,200000,MODERATE
15167,15168,221311,0,-221311,221311,200000,MODERATE
15178,15179,0,336065,336065,336065,200000,MODERATE
15179,15180,336065,0,-336065,336065,200000,MODERATE
15208,15209,0,532786,532786,532786,200000,STRONG
15209,15210,532786,0,-532786,532786,200000,STRONG
15220,15221,0,237704,237704,237704,200000,MODERATE
15221,15222,237704,0,-237704,237704,200000,MODERATE
15228,15229,0,778688,778688,778688,200000,STRONG
15229,15230,778688,0,-778688,778688,200000,STRONG
15246,15247,0,631147,631147,631147,200000,STRONG
15247,15248,631147,0,-631147,631147,200000,STRONG
15250,15251,0,811475,811475,811475,200000,EXTREME
15251,15252,811475,0,-811475,811475,200000,EXTREME
15292,15293,0,319672,319672,319672,200000,MODERATE
15293,15294,319672,0,-319672,319672,200000,MODERATE
15310,15311,0,483606,483606,483606,200000,MODERATE
15311,15312,483606,0,-483606,483606,200000,MODERATE
15342,15343,0,532786,532786,532786,200000,STRONG
15343,15344,532786,0,-532786,532786,200000,STRONG
15346,15347,0,827868,827868,827868,200000,EXTREME
15347,15348,827868,0,-827868,827868,200000,EXTREME
15396,15397,0,707317,707317,707317,200000,STRONG
15397,15398,707317,0,-707317,707317,200000,STRONG
15402,15403,0,577235,577235,577235,200000,STRONG
15403,15404,577235,0,-577235,577235,200000,STRONG
15436,15437,0,333333,333333,333333,200000,MODERATE
15437,15438,333333,0,-333333,333333,200000,MODERATE
15468,15469,0,235772,235772,235772,200000,MODERATE
15469,15470,235772,0,-235772,235772,200000,MODERATE
15480,15481,0,902439,902439,902439,200000,EXTREME
15481,15482,902439,0,-902439,902439,200000,EXTREME
15502,15503,0,284552,284552,284552,200000,MODERATE
15503,15504,284552,0,-284552,284552,200000,MODERATE
15516,15517,0,463414,463414,463414,200000,MODERATE
15517,15518,463414,0,-463414,463414,200000,MODERATE
15528,15529,0,414634,414634,414634,200000,MODERATE
15529,15530,414634,0,-414634,414634,200000,MODERATE
15538,15539,0,317073,317073,317073,200000,MODERATE
15539,15540,317073,0,-317073,317073,200000,MODERATE
15552,15553,0,821138,821138,821138,200000,EXTREME
15553,15554,821138,0,-821138,821138,200000,EXTREME
15556,15557,0,365853,365853,365853,200000,MODERATE
15557,15558,365853,0,-365853,365853,200000,MODERATE
15562,15563,0,626016,626016,626016,200000,STRONG
15563,15564,626016,0,-626016,626016,200000,STRONG
15576,15577,0,284552,284552,284552,200000,MODERATE
15577,15578,284552,0,-284552,284552,200000,MODERATE
15592,15593,0,235772,235772,235772,200000,MODERATE
15593,15594,235772,0,-235772,235772,200000,MODERATE
15610,15611,0,528455,528455,528455,200000,STRONG
15611,15612,528455,0,-528455,528455,200000,STRONG
15676,15677,0,475806,475806,475806,200000,MODERATE
15677,15678,475806,0,-475806,475806,200000,MODERATE
15688,15689,0,217741,217741,217741,200000,MODERATE
15689,15690,217741,0,-217741,217741,200000,MODERATE
15702,15703,0,314516,314516,314516,200000,MODERATE
15703,15704,314516,0,-314516,314516,200000,MODERATE
15706,15707,0,895161,895161,895161,200000,EXTREME
15707,15708,895161,0,-895161,895161,200000,EXTREME
15720,15721,0,620967,620967,620967,200000,STRONG
15721,15722,620967,0,-620967,620967,200000,STRONG
15778,15779,0,233870,233870,233870,200000,MODERATE
15779,15780,233870,0,-233870,233870,200000,MODERATE
15780,15781,0,330645,330645,330645,200000,MODERATE
15781,15782,330645,0,-330645,330645,200000,MODERATE
15810,15811,0,766129,766129,766129,200000,STRONG
15811,15812,766129,0,-766129,766129,200000,STRONG
15832,15833,0,556451,556451,556451,200000,STRONG
15833,15834,556451,0,-556451,556451,200000,STRONG
15838,15839,0,362903,362903,362903,200000,MODERATE
15839,15840,362903,0,-362903,362903,200000,MODERATE
15852,15853,0,653225,653225,653225,200000,STRONG
15853,15854,653225,0,-653225,653225,200000,STRONG
15856,15857,0,798387,798387,798387,200000,STRONG
15857,15858,798387,0,-798387,798387,200000,STRONG
15862,15863,0,217741,217741,217741,200000,MODERATE
15863,15864,217741,0,-217741,217741,200000,MODERATE
15870,15871,0,459677,459677,459677,200000,MODERATE
15871,15872,459677,0,-459677,459677,200000,MODERATE
15930,15931,0,696000,696000,696000,200000,STRONG
15931,15932,696000,0,-696000,696000,200000,STRONG
15942,15943,0,840000,840000,840000,200000,EXTREME
15943,15944,840000,0,-840000,840000,200000,EXTREME
15946,15947,0,280000,280000,280000,200000,MODERATE
15947,15948,280000,0,-280000,280000,200000,MODERATE
15948,15949,0,312000,312000,312000,200000,MODERATE
15949,15950,312000,0,-312000,312000,200000,MODERATE
15988,15989,0,456000,456000,456000,200000,MODERATE
15989,15990,456000,0,-456000,456000,200000,MODERATE
16012,16013,0,520000,520000,520000,200000,STRONG
16013,16014,520000,0,-520000,520000,200000,STRONG
16018,16019,0,648000,648000,648000,200000,STRONG
16019,16020,648000,0,-648000,648000,200000,STRONG
16020,16021,0,280000,280000,280000,200000,MODERATE
16021,16022,280000,0,-280000,280000,200000,MODERATE
16038,16039,0,328000,328000,328000,200000,MODERATE
16039,16040,328000,0,-328000,328000,200000,MODERATE
16042,16043,0,472000,472000,472000,200000,MODERATE
16043,16044,472000,0,-472000,472000,200000,MODERATE
16108,16109,0,696000,696000,696000,200000,STRONG
16109,16110,696000,0,-696000,696000,200000,STRONG
16116,16117,0,552000,552000,552000,200000,STRONG
16117,16118,552000,0,-552000,552000,200000,STRONG
16128,16129,0,992063,992063,992063,200000,EXTREME
16129,16130,992063,0,-992063,992063,200000,EXTREME
16146,16147,0,515873,515873,515873,200000,STRONG
16147,16148,515873,0,-515873,515873,200000,STRONG
16150,16151,0,230158,230158,230158,200000,MODERATE
16151,16152,230158,0,-230158,230158,200000,MODERATE
16152,16153,0,214285,214285,214285,200000,MODERATE
16153,16154,214285,0,-214285,214285,200000,MODERATE
16156,16157,0,833333,833333,833333,200000,EXTREME
16157,16158,833333,0,-833333,833333,200000,EXTREME
16170,16171,0,801587,801587,801587,200000,EXTREME
16171,16172,801587,0,-801587,801587,200000,EXTREME
16198,16199,0,753968,753968,753968,200000,STRONG
16199,16200,753968,0,-753968,753968,200000,STRONG
16212,16213,0,230158,230158,230158,200000,MODERATE
16213,16214,230158,0,-230158,230158,200000,MODERATE
16240,16241,0,849206,849206,849206,200000,EXTREME
16241,16242,849206,0,-849206,849206,200000,EXTREME
16242,16243,0,277777,277777,277777,200000,MODERATE
16243,16244,277777,0,-277777,277777,200000,MODERATE
16258,16259,0,547619,547619,547619,200000,STRONG
16259,16260,547619,0,-547619,547619,200000,STRONG
16270,16271,0,404761,404761,404761,200000,MODERATE
16271,16272,404761,0,-404761,404761,200000,MODERATE
16276,16277,0,309523,309523,309523,200000,MODERATE
16277,16278,309523,0,-309523,309523,200000,MODERATE
16278,16279,0,563492,563492,563492,200000,STRONG
16279,16280,563492,0,-563492,563492,200000,STRONG
16296,16297,0,325396,325396,325396,200000,MODERATE
16297,16298,325396,0,-325396,325396,200000,MODERATE
16308,16309,0,357142,357142,357142,200000,MODERATE
16309,16310,357142,0,-357142,357142,200000,MODERATE
16326,16327,0,214285,214285,214285,200000,MODERATE
16327,16328,214285,0,-214285,214285,200000,MODERATE
16342,16343,0,452380,452380,452380,200000,MODERATE
16343,16344,452380,0,-452380,452380,200000,MODERATE
16350,16351,0,642857,642857,642857,200000,STRONG
16351,16352,642857,0,-642857,642857,200000,STRONG
16390,16391,0,275590,275590,275590,200000,MODERATE
16391,16392,275590,0,-275590,275590,200000,MODERATE
16402,16403,0,354330,354330,354330,200000,MODERATE
16403,16404,354330,0,-354330,354330,200000,MODERATE
16408,16409,0,464566,464566,464566,200000,MODERATE
16409,16410,464566,0,-464566,464566,200000,MODERATE
16440,16441,0,307086,307086,307086,200000,MODERATE
16441,16442,307086,0,-307086,307086,200000,MODERATE
16458,16459,0,842519,842519,842519,200000,EXTREME
16459,16460,842519,0,-842519,842519,200000,EXTREME
16462,16463,0,779527,779527,779527,200000,STRONG
16463,16464,779527,0,-779527,779527,200000,STRONG
16468,16469,0,322834,322834,322834,200000,MODERATE
16469,16470,322834,0,-322834,322834,200000,MODERATE
16482,16483,0,401574,401574,401574,200000,MODERATE
16483,16484,401574,0,-401574,401574,200000,MODERATE
16500,16501,0,212598,212598,212598,200000,MODERATE
16501,16502,212598,0,-212598,212598,200000,MODERATE
16516,16517,0,637795,637795,637795,200000,STRONG
16517,16518,637795,0,-637795,637795,200000,STRONG
16530,16531,0,464566,464566,464566,200000,MODERATE
16531,16532,464566,0,-464566,464566,200000,MODERATE
16542,16543,0,543307,543307,543307,200000,STRONG
16543,16544,543307,0,-543307,543307,200000,STRONG
16558,16559,0,212598,212598,212598,200000,MODERATE
16559,16560,212598,0,-212598,212598,200000,MODERATE
16570,16571,0,559055,559055,559055,200000,STRONG
16571,16572,559055,0,-559055,559055,200000,STRONG
16578,16579,0,448818,448818,448818,200000,MODERATE
16579,16580,448818,0,-448818,448818,200000,MODERATE
16588,16589,0,401574,401574,401574,200000,MODERATE
16589,16590,401574,0,-401574,401574,200000,MODERATE
16590,16591,0,354330,354330,354330,200000,MODERATE
16591,16592,354330,0,-354330,354330,200000,MODERATE
16612,16613,0,275590,275590,275590,200000,MODERATE
16613,16614,275590,0,-275590,275590,200000,MODERATE
16636,16637,0,984251,984251,984251,200000,EXTREME
16637,16638,984251,0,-984251,984251,200000,EXTREME
16668,16669,0,601562,601562,601562,200000,STRONG
16669,16670,601562,0,-601562,601562,200000,STRONG
16696,16697,0,445312,445312,445312,200000,MODERATE
16697,16698,445312,0,-445312,445312,200000,MODERATE
16716,16717,0,554687,554687,554687,200000,STRONG
16717,16718,554687,0,-554687,554687,200000,STRONG
16726,16727,0,320312,320312,320312,200000,MODERATE
16727,16728,320312,0,-320312,320312,200000,MODERATE
16732,16733,0,210937,210937,210937,200000,MODERATE
16733,16734,210937,0,-210937,210937,200000,MODERATE
16768,16769,0,304687,304687,304687,200000,MODERATE
16769,16770,304687,0,-304687,304687,200000,MODERATE
16770,16771,0,226562,226562,226562,200000,MODERATE
16771,16772,226562,0,-226562,226562,200000,MODERATE
16780,16781,0,742187,742187,742187,200000,STRONG
16781,16782,742187,0,-742187,742187,200000,STRONG
16788,16789,0,789062,789062,789062,200000,STRONG
16789,16790,789062,0,-789062,789062,200000,STRONG
16798,16799,0,820312,820312,820312,200000,EXTREME
16799,16800,820312,0,-820312,820312,200000,EXTREME
16800,16801,0,398437,398437,398437,200000,MODERATE
16801,16802,398437,0,-398437,398437,200000,MODERATE
16816,16817,0,507812,507812,507812,200000,STRONG
16817,16818,507812,0,-507812,507812,200000,STRONG
16836,16837,0,867187,867187,867187,200000,EXTREME
16837,16838,867187,0,-867187,867187,200000,EXTREME
16866,16867,0,773437,773437,773437,200000,STRONG
16867,16868,773437,0,-773437,773437,200000,STRONG
16872,16873,0,351562,351562,351562,200000,MODERATE
16873,16874,351562,0,-351562,351562,200000,MODERATE
16896,16897,0,460937,460937,460937,200000,MODERATE
16897,16898,460937,0,-460937,460937,200000,MODERATE
16908,16909,0,271317,271317,271317,200000,MODERATE
16909,16910,271317,0,-271317,271317,200000,MODERATE
16956,16957,0,224806,224806,224806,200000,MODERATE
16957,16958,224806,0,-224806,224806,200000,MODERATE
16968,16969,0,534883,534883,534883,200000,STRONG
16969,16970,534883,0,-534883,534883,200000,STRONG
16998,16999,0,674418,674418,674418,200000,STRONG
16999,17000,674418,0,-674418,674418,200000,STRONG
17008,17009,0,550387,550387,550387,200000,STRONG
17009,17010,550387,0,-550387,550387,200000,STRONG
17022,17023,0,209302,209302,209302,200000,MODERATE
17023,17024,209302,0,-209302,209302,200000,MODERATE
17056,17057,0,271317,271317,271317,200000,MODERATE
17057,17058,271317,0,-271317,271317,200000,MODERATE
17062,17063,0,860465,860465,860465,200000,EXTREME
17063,17064,860465,0,-860465,860465,200000,EXTREME
17070,17071,0,317829,317829,317829,200000,MODERATE
17071,17072,317829,0,-317829,317829,200000,MODERATE
17110,17111,0,534883,534883,534883,200000,STRONG
17111,17112,534883,0,-534883,534883,200000,STRONG
17112,17113,0,829457,829457,829457,200000,EXTREME
17113,17114,829457,0,-829457,829457,200000,EXTREME
17130,17131,0,271317,271317,271317,200000,MODERATE
17131,17132,271317,0,-271317,271317,200000,MODERATE
17140,17141,0,457364,457364,457364,200000,MODERATE
17141,17142,457364,0,-457364,457364,200000,MODERATE
17160,17161,0,992307,992307,992307,200000,EXTREME
17161,17162,992307,0,-992307,992307,200000,EXTREME
17176,17177,0,669230,669230,669230,200000,STRONG
17177,17178,669230,0,-669230,669230,200000,STRONG
17178,17179,0,300000,300000,300000,200000,MODERATE
17179,17180,300000,0,-300000,300000,200000,MODERATE
17196,17197,0,207692,207692,207692,200000,MODERATE
17197,17198,207692,0,-207692,207692,200000,MODERATE
17200,17201,0,776923,776923,776923,200000,STRONG
17201,17202,776923,0,-776923,776923,200000,STRONG
17218,17219,0,500000,500000,500000,200000,STRONG
17219,17220,500000,0,-500000,500000,200000,STRONG
17242,17243,0,315384,315384,315384,200000,MODERATE
17243,17244,315384,0,-315384,315384,200000,MODERATE
17248,17249,0,346153,346153,346153,200000,MODERATE
17249,17250,346153,0,-346153,346153,200000,MODERATE
17260,17261,0,300000,300000,300000,200000,MODERATE
17261,17262,300000,0,-300000,300000,200000,MODERATE
17262,17263,0,453846,453846,453846,200000,MODERATE
17263,17264,453846,0,-453846,453846,200000,MODERATE
17266,17267,0,223076,223076,223076,200000,MODERATE
17267,17268,223076,0,-223076,223076,200000,MODERATE
17278,17279,0,269230,269230,269230,200000,MODERATE
17279,17280,269230,0,-269230,269230,200000,MODERATE
17286,17287,0,438461,438461,438461,200000,MODERATE
17287,17288,438461,0,-438461,438461,200000,MODERATE
17362,17363,0,730769,730769,730769,200000,STRONG
17363,17364,730769,0,-730769,730769,200000,STRONG
17370,17371,0,207692,207692,207692,200000,MODERATE
17371,17372,207692,0,-207692,207692,200000,MODERATE
17398,17399,0,961538,961538,961538,200000,EXTREME
17399,17400,961538,0,-961538,961538,200000,EXTREME
17428,17429,0,206106,206106,206106,200000,MODERATE
17429,17430,206106,0,-206106,206106,200000,MODERATE
17440,17441,0,801526,801526,801526,200000,EXTREME
17441,17442,801526,0,-801526,801526,200000,EXTREME
17446,17447,0,541984,541984,541984,200000,STRONG
17447,17448,541984,0,-541984,541984,200000,STRONG
17452,17453,0,221374,221374,221374,200000,MODERATE
17453,17454,221374,0,-221374,221374,200000,MODERATE
17472,17473,0,755725,755725,755725,200000,STRONG
17473,17474,755725,0,-755725,755725,200000,STRONG
17512,17513,0,618320,618320,618320,200000,STRONG
17513,17514,618320,0,-618320,618320,200000,STRONG
17530,17531,0,343511,343511,343511,200000,MODERATE
17531,17532,343511,0,-343511,343511,200000,MODERATE
17532,17533,0,664122,664122,664122,200000,STRONG
17533,17534,664122,0,-664122,664122,200000,STRONG
17542,17543,0,389312,389312,389312,200000,MODERATE
17543,17544,389312,0,-389312,389312,200000,MODERATE
17556,17557,0,725190,725190,725190,200000,STRONG
17557,17558,725190,0,-725190,725190,200000,STRONG
17586,17587,0,312977,312977,312977,200000,MODERATE
17587,17588,312977,0,-312977,312977,200000,MODERATE
17592,17593,0,541984,541984,541984,200000,STRONG
17593,17594,541984,0,-541984,541984,200000,STRONG
17602,17603,0,206106,206106,206106,200000,MODERATE
17603,17604,206106,0,-206106,206106,200000,MODERATE
17616,17617,0,587786,587786,587786,200000,STRONG
17617,17618,587786,0,-587786,587786,200000,STRONG
17620,17621,0,496183,496183,496183,200000,MODERATE
17621,17622,496183,0,-496183,496183,200000,MODERATE
17638,17639,0,221374,221374,221374,200000,MODERATE
17639,17640,221374,0,-221374,221374,200000,MODERATE
17652,17653,0,954198,954198,954198,200000,EXTREME
17653,17654,954198,0,-954198,954198,200000,EXTREME
17670,17671,0,297709,297709,297709,200000,MODERATE
17671,17672,297709,0,-297709,297709,200000,MODERATE
17700,17701,0,219696,219696,219696,200000,MODERATE
17701,17702,219696,0,-219696,219696,200000,MODERATE
17710,17711,0,659090,659090,659090,200000,STRONG
17711,17712,659090,0,-659090,659090,200000,STRONG
17722,17723,0,265151,265151,265151,200000,MODERATE
17723,17724,265151,0,-265151,265151,200000,MODERATE
17740,17741,0,840909,840909,840909,200000,EXTREME
17741,17742,840909,0,-840909,840909,200000,EXTREME
17752,17753,0,295454,295454,295454,200000,MODERATE
17753,17754,295454,0,-295454,295454,200000,MODERATE
17766,17767,0,810606,810606,810606,200000,EXTREME
17767,17768,810606,0,-810606,810606,200000,EXTREME
17776,17777,0,204545,204545,204545,200000,MODERATE
17777,17778,204545,0,-204545,204545,200000,MODERATE
17812,17813,0,340909,340909,340909,200000,MODERATE
17813,17814,340909,0,-340909,340909,200000,MODERATE
17818,17819,0,765151,765151,765151,200000,STRONG
17819,17820,765151,0,-765151,765151,200000,STRONG
17820,17821,0,522727,522727,522727,200000,STRONG
17821,17822,522727,0,-522727,522727,200000,STRONG
17860,17861,0,386363,386363,386363,200000,MODERATE
17861,17862,386363,0,-386363,386363,200000,MODERATE
17868,17869,0,795454,795454,795454,200000,STRONG
17869,17870,795454,0,-795454,795454,200000,STRONG
17872,17873,0,446969,446969,446969,200000,MODERATE
17873,17874,446969,0,-446969,446969,200000,MODERATE
17886,17887,0,219696,219696,219696,200000,MODERATE
17887,17888,219696,0,-219696,219696,200000,MODERATE
17892,17893,0,204545,204545,204545,200000,MODERATE
17893,17894,204545,0,-204545,204545,200000,MODERATE
17932,17933,0,583333,583333,583333,200000,STRONG
17933,17934,583333,0,-583333,583333,200000,STRONG
17946,17947,0,977272,977272,977272,200000,EXTREME
17947,17948,977272,0,-977272,977272,200000,EXTREME
17950,17951,0,204545,204545,204545,200000,MODERATE
17951,17952,204545,0,-204545,204545,200000,MODERATE
17998,17999,0,293233,293233,293233,200000,MODERATE
17999,18000,293233,0,-293233,293233,200000,MODERATE
18000,18001,0,338345,338345,338345,200000,MODERATE
18001,18002,338345,0,-338345,338345,200000,MODERATE
18016,18017,0,308270,308270,308270,200000,MODERATE
18017,18018,308270,0,-308270,308270,200000,MODERATE
18018,18019,0,263157,263157,263157,200000,MODERATE
18019,18020,263157,0,-263157,263157,200000,MODERATE
18022,18023,0,488721,488721,488721,200000,MODERATE
18023,18024,488721,0,-488721,488721,200000,MODERATE
18078,18079,0,744360,744360,744360,200000,STRONG
18079,18080,744360,0,-744360,744360,200000,STRONG
18090,18091,0,578947,578947,578947,200000,STRONG
18091,18092,578947,0,-578947,578947,200000,STRONG
18102,18103,0,308270,308270,308270,200000,MODERATE
18103,18104,308270,0,-308270,308270,200000,MODERATE
18112,18113,0,428571,428571,428571,200000,MODERATE
18113,18114,428571,0,-428571,428571,200000,MODERATE
18156,18157,0,488721,488721,488721,200000,MODERATE
18157,18158,488721,0,-488721,488721,200000,MODERATE
18162,18163,0,293233,293233,293233,200000,MODERATE
18163,18164,293233,0,-293233,293233,200000,MODERATE
18166,18167,0,263157,263157,263157,200000,MODERATE
18167,18168,263157,0,-263157,263157,200000,MODERATE
18196,18197,0,218045,218045,218045,200000,MODERATE
18197,18198,218045,0,-218045,218045,200000,MODERATE
18202,18203,0,804511,804511,804511,200000,EXTREME
18203,18204,804511,0,-804511,804511,200000,EXTREME
18208,18209,0,969924,969924,969924,200000,EXTREME
18209,18210,969924,0,-969924,969924,200000,EXTREME
18246,18247,0,514925,514925,514925,200000,STRONG
18247,18248,514925,0,-514925,514925,200000,STRONG
18280,18281,0,738805,738805,738805,200000,STRONG
18281,18282,738805,0,-738805,738805,200000,STRONG
18282,18283,0,335820,335820,335820,200000,MODERATE
18283,18284,335820,0,-335820,335820,200000,MODERATE
18298,18299,0,201492,201492,201492,200000,MODERATE
18299,18300,201492,0,-201492,201492,200000,MODERATE
18322,18323,0,529850,529850,529850,200000,STRONG
18323,18324,529850,0,-529850,529850,200000,STRONG
18348,18349,0,425373,425373,425373,200000,MODERATE
18349,18350,425373,0,-425373,425373,200000,MODERATE
18382,18383,0,216417,216417,216417,200000,MODERATE
18383,18384,216417,0,-216417,216417,200000,MODERATE
18390,18391,0,380597,380597,380597,200000,MODERATE
18391,18392,380597,0,-380597,380597,200000,MODERATE
18406,18407,0,574626,574626,574626,200000,STRONG
18407,18408,574626,0,-574626,574626,200000,STRONG
18408,18409,0,291044,291044,291044,200000,MODERATE
18409,18410,291044,0,-291044,291044,200000,MODERATE
18418,18419,0,828358,828358,828358,200000,EXTREME
18419,18420,828358,0,-828358,828358,200000,EXTREME
18436,18437,0,753731,753731,753731,200000,STRONG
18437,18438,753731,0,-753731,753731,200000,STRONG
18462,18463,0,261194,261194,261194,200000,MODERATE
18463,18464,261194,0,-261194,261194,200000,MODERATE
18466,18467,0,425373,425373,425373,200000,MODERATE
18467,18468,425373,0,-425373,425373,200000,MODERATE
18496,18497,0,377777,377777,377777,200000,MODERATE
18497,18498,377777,0,-377777,377777,200000,MODERATE
18508,18509,0,600000,600000,600000,200000,STRONG
18509,18510,600000,0,-600000,600000,200000,STRONG
18510,18511,0,777777,777777,777777,200000,STRONG
18511,18512,777777,0,-777777,777777,200000,STRONG
18526,18527,0,703703,703703,703703,200000,STRONG
18527,18528,703703,0,-703703,703703,200000,STRONG
18532,18533,0,303703,303703,303703,200000,MODERATE
18533,18534,303703,0,-303703,303703,200000,MODERATE
18558,18559,0,481481,481481,481481,200000,MODERATE
18559,18560,481481,0,-481481,481481,200000,MODERATE
18568,18569,0,214814,214814,214814,200000,MODERATE
18569,18570,214814,0,-214814,214814,200000,MODERATE
18588,18589,0,200000,200000,200000,200000,MODERATE
18589,18590,200000,0,-200000,200000,200000,MODERATE
18610,18611,0,259259,259259,259259,200000,MODERATE
18611,18612,259259,0,-259259,259259,200000,MODERATE
18618,18619,0,303703,303703,303703,200000,MODERATE
18619,18620,303703,0,-303703,303703,200000,MODERATE
18630,18631,0,214814,214814,214814,200000,MODERATE
18631,18632,214814,0,-214814,214814,200000,MODERATE
18642,18643,0,748148,748148,748148,200000,STRONG
18643,18644,748148,0,-748148,748148,200000,STRONG
18646,18647,0,200000,200000,200000,200000,MODERATE
18647,18648,200000,0,-200000,200000,200000,MODERATE
18658,18659,0,333333,333333,333333,200000,MODERATE
18659,18660,333333,0,-333333,333333,200000,MODERATE
18672,18673,0,511111,511111,511111,200000,STRONG
18673,18674,511111,0,-511111,511111,200000,STRONG
18702,18703,0,422222,422222,422222,200000,MODERATE
18703,18704,422222,0,-422222,422222,200000,MODERATE
18708,18709,0,377777,377777,377777,200000,MODERATE
18709,18710,377777,0,-377777,377777,200000,MODERATE
18720,18721,0,703703,703703,703703,200000,STRONG
18721,18722,703703,0,-703703,703703,200000,STRONG
18726,18727,0,437037,437037,437037,200000,MODERATE
18727,18728,437037,0,-437037,437037,200000,MODERATE
18736,18737,0,288888,288888,288888,200000,MODERATE
18737,18738,288888,0,-288888,288888,200000,MODERATE
18760,18761,0,525925,525925,525925,200000,STRONG
18761,18762,525925,0,-525925,525925,200000,STRONG
18762,18763,0,200000,200000,200000,200000,MODERATE
18763,18764,200000,0,-200000,200000,200000,MODERATE
18768,18769,0,992647,992647,992647,200000,EXTREME
18769,18770,992647,0,-992647,992647,200000,EXTREME
18778,18779,0,639705,639705,639705,200000,STRONG
18779,18780,639705,0,-639705,639705,200000,STRONG
18816,18817,0,213235,213235,213235,200000,MODERATE
18817,18818,213235,0,-213235,213235,200000,MODERATE
18826,18827,0,477941,477941,477941,200000,MODERATE
18827,18828,477941,0,-477941,477941,200000,MODERATE
18832,18833,0,257352,257352,257352,200000,MODERATE
18833,18834,257352,0,-257352,257352,200000,MODERATE
18840,18841,0,595588,595588,595588,200000,STRONG
18841,18842,595588,0,-595588,595588,200000,STRONG
18846,18847,0,330882,330882,330882,200000,MODERATE
18847,18848,330882,0,-330882,330882,200000,MODERATE
18856,18857,0,786764,786764,786764,200000,STRONG
18857,18858,786764,0,-786764,786764,200000,STRONG
18870,18871,0,816176,816176,816176,200000,EXTREME
18871,18872,816176,0,-816176,816176,200000,EXTREME
18876,18877,0,301470,301470,301470,200000,MODERATE
18877,18878,301470,0,-301470,301470,200000,MODERATE
18880,18881,0,566176,566176,566176,200000,STRONG
18881,18882,566176,0,-566176,566176,200000,STRONG
18900,18901,0,286764,286764,286764,200000,MODERATE
18901,18902,286764,0,-286764,286764,200000,MODERATE
18922,18923,0,919117,919117,919117,200000,EXTREME
18923,18924,919117,0,-919117,919117,200000,EXTREME
18960,18961,0,477941,477941,477941,200000,MODERATE
18961,18962,477941,0,-477941,477941,200000,MODERATE
18970,18971,0,433823,433823,433823,200000,MODERATE
18971,18972,433823,0,-433823,433823,200000,MODERATE
18982,18983,0,286764,286764,286764,200000,MODERATE
18983,18984,286764,0,-286764,286764,200000,MODERATE
19002,19003,0,213235,213235,213235,200000,MODERATE
